FourLetId,ThreeLetId,Lat,Lon,PointGeoRefId,AirportGeoRefId
FCBB,BZV,-4.2555555556,15.2483333333,262,
FCOI,ION,1.5833333333,18.05,511741,
FCOM,MKJ,-0.0191666667,15.5821296296,511742,
FCOO,FTX,-0.55,15.95,511743,
FCOU,OUE,1.6166666667,16.0333333333,511744,
FCPP,PNR,-4.8148425926,11.8864074074,1352,
FDMS,MTS,-26.5291666667,31.3075,2949,
FEFF,BGF,4.3977777778,18.5197222222,167,
FEFO,BOP,5.9625,15.6377777778,511745,
FEFT,BBT,4.2261111111,15.7855092593,210,
FGBT,BSG,1.9023842593,9.802837963,511746,
FGMY,,1.69083333333333,11.0241666666667,,
FGSL,SSG,3.7553055556,8.7087731481,1039,
FHAW,ASI,-7.9698148148,-14.3937037037,511747,
FIMP,MRU,-20.43,57.6830555556,5938,
FIMR,RRG,-19.7578796296,63.3613657407,511748,
FJDG,,-7.3133333333,72.4112037037,511749,
FKKC,TKC,4.086462963,9.3573472222,511750,
FKKD,DLA,4.0116666667,9.7083333333,475,
FKKL,MVR,10.4549074074,14.2531944444,1066,
FKKM,FOM,5.6444907407,10.7565740741,3898,
FKKN,NGE,7.3591666667,13.56,511751,
FKKR,GOU,9.3366666667,13.3811111111,585,
FKKU,BFX,5.5347222222,10.3558333333,511752,
FKKV,BPC,6.05,10.1166666667,511753,
FKKY,YAO,3.8321296296,11.5217592593,1895,
FKYS,NSI,3.7174074074,11.5525925926,1895,
FL60,,29.972625,-81.6609814815,511754,
FLCP,CIP,-13.5616666667,32.585,511755,
FLHN,LVI,-17.8122222222222,25.82,983,
FLKE,ZKP,-12.5666666667,27.8833333333,511756,
FLKK,LUN,-15.3266666666667,28.4566666666667,1011,
FLLC,,-15.4125,28.325,,
FLMA,MNS,-11.1333333333,28.8666666667,511757,
FLMF,MFU,-13.2666666667,31.9333333333,511758,
FLMG,MNR,-15.225,23.1533333333,511759,
FLND,NLA,-12.995,28.665,3957,
FLSN,SXG,-16.1,23.2666666667,511760,
FLSO,KIW,-12.9,28.15,866,
FLZB,,-13.5386111111111,23.1097222222222,,
FMCH,HAH,-11.5366064815,43.2714675926,1144,
FMCI,NWA,-12.2951990741,43.7619722222,511761,
FMCN,YVA,-11.7083935185,43.2454351852,1144,
FMCV,AJN,-12.1310462963,44.4297824074,511762,
FMCZ,DZA,-12.8066666667,45.2805555556,493,
FMEE,RUN,-20.89,55.5163888889,1620,
FMEP,ZSE,-21.3216666667,55.4255555556,511763,
FMMA,,-19.0288888888889,47.1719444444444,,
FMMI,TNR,-18.7966203704,47.47625,90,
FMML,BMD,-19.6833333333,44.5333333333,511764,
FMMN,ZVA,-19.5666666667,45.45,511765,
FMMS,SMS,-17.0902777778,49.8155555556,511766,
FMMT,TMM,-18.1158333333,49.3933333333,1741,
FMMV,MOQ,-20.2848611111,44.3178240741,511767,
FMNA,DIE,-12.3502777778,49.2941666667,93,
FMNC,WMR,-16.1635925926,49.7697824074,511768,
FMND,ZWA,-14.65,49.6166666667,511769,
FMNE,AMB,-13.1833333333,48.9833333333,511770,
FMNH,ANM,-14.9989351852,50.3200925926,511771,
FMNM,MJN,-15.666712963,46.35125,1033,
FMNN,NOS,-13.3180555556,48.3091666667,1246,
FMNO,DWB,-16.1,45.3666666667,511772,
FMNQ,BPY,-16.75,44.4833333333,511773,
FMNR,WMN,-15.4385509259,49.6901666667,511774,
FMNS,SVB,-14.2786111111,50.1747222222,511775,
FMNV,VOH,-13.3729305556,49.9989305556,511776,
FMNW,WAI,-14.90325,47.9937453704,511777,
FMNZ,,-13.4847222222222,48.6325,,
FMSD,FTU,-25.0380555556,46.9561111111,511778,
FMSF,WFI,-21.4414351852,47.1109722222,537,
FMSG,,-22.8052777777778,47.8205555555556,,
FMSK,WVK,-22.1205925926,48.0210972222,511779,
FMSM,MNJ,-21.2080555556,48.3555555556,511780,
FMSR,MXM,-21.751412037,43.3764398148,511781,
FMST,TLE,-23.3894444444,43.7256481481,511782,
FNBC,,-6.27,14.2469444444444,,
FNBG,BUG,-12.61,13.4036111111,511783,
FNCA,CAB,-5.5866666667,12.1886111111,7432,
FNDU,,-7.40083333333333,20.8183333333333,,
FNGI,NGV,-17.0433333333,15.6838888889,511784,
FNHU,NOV,-12.8,15.75,701,
FNKU,,-12.4,16.95,,
FNLB,,-12.3666666666667,13.5333333333333,,
FNLU,LAD,-8.8556342593,13.2339259259,1000,
FNLZ,,-9.11583333333333,18.0491666666667,,
FNMA,MEG,-9.51666666666667,16.3166666666667,,
FNME,SPP,-14.65,17.6833333333333,,
FNMO,,-15.2594444444,12.1488888889,511785,
FNNG,GXG,-7.75444444444444,15.2877777777778,,
FNPA,PBN,-10.7166666666667,13.75,,
FNSA,VHC,-9.6888888889,20.4308333333,511786,
FNSO,,-6.14111111111111,12.3716666666667,,
FNSU,,-11.1677777777778,13.8475,,
FNUB,SDD,-14.9244444444,13.5716666667,3941,
FNUE,LUO,-11.7686111111,19.8972222222,7443,
FNUG,,-7.60305555555555,15.0277777777778,,
FNXA,,-16.7552777777778,14.9652777777778,,
FNZG,,-7.71694444444444,21.3580555555556,,
FOGA,,-1.12916666666667,13.9202777777778,,
FOGK,,-1.18472222222222,12.4413888888889,,
FOGM,MJL,-1.85,11.0666666667,511787,
FOGO,OYE,1.537037037,11.57875,511788,
FOGQ,OKN,-0.6641666667,13.6727777778,511789,
FOOG,POG,-0.7193518519,8.7515277778,1366,
FOOH,OMB,-1.5833333333,9.2666666667,511790,
FOOK,MKU,0.5833333333,12.9166666667,511791,
FOOL,LBV,0.4583333333,9.4122222222,967,
FOON,MVB,-1.6519907407,13.4348611111,561,
FOOT,TCH,-2.8883333333,10.9555092593,511792,
FPPR,PCP,1.6630925926,7.4116759259,511793,
FPST,TMS,0.3779953704,6.713212963,3256,
FQBR,BEW,-19.7958055556,34.904837963,195,
FQCB,FXO,-14.815,36.53,511794,
FQCH,VPY,-19.14875,33.4296759259,511795,
FQIN,INH,-23.8666666667,35.4166666667,511796,
FQLC,VXC,-13.2833333333,35.25,511797,
FQLU,,-15.0333333333,40.6666666667,511798,
FQMA,MPM,-25.9208333333,32.5727314815,1058,
FQMD,,-11.6730555555556,39.5630555555556,,
FQMP,MZB,-11.35,40.35,511799,
FQMR,,-13.2283333333,37.555,511800,
FQNC,MNC,-14.48,40.7083333333,511801,
FQNP,APL,-15.1,39.2833333333,1188,
FQPB,POL,-12.9833333333,40.5166666667,511802,
FQQL,UEL,-17.85,36.8666666667,1425,
FQTT,TET,-16.1,33.6333333333,511803,
FQUG,,-14.7052777778,34.3541666667,511804,
FQVL,VNX,-22.0166666667,35.3166666667,511805,
FSAL,,-7.0081527778,52.7289583333,511806,
FSAS,,-9.7349351852,46.5003009259,511807,
FSDR,DES,-5.6948935185,53.6506111111,511808,
FSFA,,-10.1070648148,51.1728518519,511809,
FSIA,SEZ,-4.674462963,55.5219768519,10338,
FSPP,PRI,-4.3192916667,55.69175,3159,
FSSC,,-7.1412361111,56.2737731481,511810,
FTTC,AEH,13.8472222222,20.8488888889,3,
FTTD,MQQ,8.6202314815,16.0684259259,1150,
FTTJ,NDJ,12.1250972222,15.0248842593,1176,
FTTU,AMO,14.1333333333,15.3166666667,511811,
FTTY,FYT,17.9161111111,19.1088888889,511812,
FVBU,BUQ,-20.0183333333,28.6247222222,289,
FVCN,,-16.7338888888889,31.1219444444444,,
FVCP,,-17.7525,30.9225,668,
FVCZ,BFO,-21.01,31.5794444444,511813,
FVFA,VFA,-18.0941666667,25.84,1827,
FVHA,HRE,-17.9327777778,31.0938888889,668,
FVKB,KAB,-16.5194444444,28.885,511814,
FVMD,,-16.7691666666667,31.5597222222222,,
FVMT,,-17.4305555555556,32.1838888888889,,
FVMU,,-18.9958333333333,32.625,,
FVMV,MVZ,-20.0619444444,30.8619444444,511815,
FVOT,,-16.9847222222222,32.6725,,
FVSH,,-20.2861111111111,30.0858333333333,,
FVTL,GWE,-19.4416666666667,29.8583333333333,,
FVWN,HWN,-18.6338888889,27.0080555556,511816,
FWCL,BLZ,-15.6797222222,34.9675,232,
FWKA,KGJ,-9.9547222222,33.8958333333,511817,
FWKG,KBQ,-13.0166666667,33.4666666667,511818,
FWKI,LLW,-13.7833333333,33.7775,972,
FWUU,ZZU,-11.4477777778,34.0141666667,511819,
FWZA,,-15.3852777777778,35.3844444444444,,
FXMM,MSU,-29.4544444444,27.5552777778,2970,
FXMU,,-29.3027777778,27.5027777778,2970,
FYAR,ADI,-22.4666666667,14.9833333333,511820,
FYEN,,-17.4830555555556,16.3219444444444,,
FYGF,GFY,-19.6,18.1333333333,511821,
FYKM,MPA,-17.6341666667,24.1766666667,511822,
FYKT,KMP,-26.5388888889,18.1116666667,826,
FYLS,,-18.1161111111,23.3883333333,511823,
FYLZ,LUD,-26.6852777778,15.2455555556,1006,
FYML,,-24.6041666667,17.925,511824,
FYOA,OND,-17.8772222222,15.95,511825,
FYOG,OMD,-28.5848611111,16.4465277778,511826,
FYRC,,-17.4188888888889,14.3719444444444,,
FYRP,,-27.9641666666667,16.7536111111111,,
FYRU,NDU,-17.9561111111,19.7205555556,511827,
FYSA,,-27.876125,16.6478703704,511828,
FYTM,TSB,-19.2666666667,17.7333333333,511829,
FYWB,WVB,-22.98,14.6452777778,5837,
FYWE,ERS,-22.6076666667,17.0793333333,1872,
FYWH,WDH,-22.4811111111,17.4702777778,1872,
FZAA,FIH,-4.3856064815,15.4448703704,854,
FZAB,NLO,-4.3166666667,15.3166666667,854,
FZAG,,-5.9333333333,12.35,511830,
FZAI,,-5.9180555556,12.4463888889,511831,
FZBO,FDU,-3.3,17.3833333333,160,
FZCA,KKW,-5.0333333333,18.7833333333,3924,
FZEA,MDK,0.0225694444,18.2888518519,1081,
FZFD,BDT,4.25,20.9666666667,511832,
FZFK,GMA,3.2666666667,19.7666666667,511833,
FZGA,LIQ,2.17055555555556,21.4966666666667,,
FZIA,,0.5166666667,25.1547222222,1634,
FZIC,FKI,0.4816851852,25.338087963,1634,
FZJH,IRP,2.8266666667,27.5880555556,511834,
FZKA,BUX,1.5659583333,30.2207037037,511835,
FZKJ,BZU,2.8166666667,24.7833333333,511836,
FZMA,BKY,-2.3090509259,28.8089583333,511837,
FZNA,GOM,-1.6708703704,29.2384490741,613,
FZOA,KND,-2.9192916667,25.9154351852,511838,
FZQA,FBM,-11.5914027778,27.5309398148,1003,
FZQM,KWZ,-10.7666666667,25.5,511839,
FZRF,FMI,-5.8756898148,29.2495046296,511840,
FZSA,KMN,-8.6266666667,25.2480555556,511841,
FZUA,KGA,-5.9001388889,22.4692222222,797,
FZWA,MJM,-6.1166666667,23.5666666667,511842,
GA62,,33.2551944444,-84.400337963,2706,
GABS,BKO,12.5379212963,-7.9433842593,156,
GAGO,GAQ,16.2483333333,-0.0059259259,584,
GAKD,KYS,14.4816666667,-11.4047222222,822,
GAKY,,14.4811111111111,-11.4041666666667,,
GAMB,MZI,14.5086111111,-4.0841666667,1143,
GANR,NIX,15.2333333333,-9.5833333333,1235,
GASO,KSS,11.5980555556,-5.7988888889,3992,
GATB,TOM,16.7338888889,-2.9986111111,1747,
GATS,,20.2463425926,0.9808796296,511843,
GBYD,BJL,13.342537037,-16.657837963,169,
GCFV,FUE,28.4527777778,-13.8638888889,9875,
GCGM,GMZ,28.0297222222,-17.2147222222,511844,
GCHI,VDE,27.8147222222,-17.8869444444,511845,
GCLA,SPC,28.6263888889,-17.7555555556,9500,
GCLP,LPA,27.9319444444,-15.3866666667,946,
GCRR,ACE,28.9455555556,-13.6052777778,511846,
GCTS,TFS,28.0444444444,-16.5725,511847,
GCXO,TFN,28.4827777778,-16.3416666667,511848,
GE99,,34.9144444444,-83.4597222222,511849,
GEML,MLN,35.2797222222,-2.9563888889,1092,
GFBN,BTE,7.5330555556,-12.5038888889,511850,
GFKB,KBA,9.6345092593,-11.5169537037,511851,
GFKE,KEN,7.8914212963,-11.1766666667,511852,
GFLL,FNA,8.6165046296,-13.1956018519,567,
GFYE,WYE,8.6106018519,-11.0455555556,511853,
GGCF,,11.2877777777778,-15.1802777777778,,
GGOV,OXB,11.8949583333,-15.6537037037,229,
GLMR,MLW,6.2844444444,-10.7669351852,1132,
GLRB,ROB,6.2405555556,-10.3599814815,1132,
GMAA,,30.3797222222222,-9.53111111111111,,
GMAD,AGA,30.325,-9.4130555556,29,
GMAG,GLN,29.0169444444,-10.0613888889,511854,
GMAT,TTA,28.4483333333,-11.1613888889,511855,
GMAZ,,30.2638888889,-5.8530555556,511856,
GMFB,,32.5144351852,-1.9783333333,511857,
GMFF,FEZ,33.9272222222,-4.9777777778,511858,
GMFI,,33.5055555556,-5.1525,511859,
GMFK,ERH,31.9482592593,-4.4007268519,5029,
GMFM,MEK,33.885,-5.52833333333333,,
GMFN,,35.1533333333333,-2.92,,
GMFO,OUD,34.7861111111,-1.9255555556,1288,
GMMA,,26.7316666666667,-11.6844444444444,,
GMMB,,33.6544259259,-7.2258240741,511860,
GMMD,,32.3977777778,-6.3211111111,511861,
GMME,RBA,34.0513888889,-6.7516666667,1431,
GMMF,SII,29.3666666666667,-10.1833333333333,,
GMMH,VIL,23.7183333333,-15.9319444444,429,
GMMI,ESU,31.3972222222,-9.6819444444,524,
GMML,EUN,27.1516666667,-13.2191666667,503,
GMMN,CMN,33.3641666667,-7.5816666667,337,
GMMT,,33.5975,-7.465,511862,
GMMW,NDR,34.9891666667,-3.0277777778,511863,
GMMX,RAK,31.6086111111,-8.0408333333,1067,
GMMY,NNA,34.2988888888889,-6.59583333333333,,
GMMZ,OZZ,30.9373287037,-6.9060972222,1286,
GMSL,,34.2305555555556,-6.05,,
GMTA,AHU,35.1797222222,-3.84,511864,
GMTN,TTU,35.5944444444,-5.32,511865,
GMTT,TNG,35.7316666667,-5.9211111111,1690,
GOGG,ZIG,12.5561111111,-16.2749537037,1916,
GOGK,KDA,12.9,-14.9666666667,511866,
GOGS,CSK,12.3888888889,-16.7416666667,511867,
GOOK,KLC,14.1447222222,-16.0544444444,3923,
GOOY,DKR,14.7439814815,-17.4793981481,428,
GOSS,XLS,16.0498611111,-16.4612037037,1495,
GOTB,BXE,14.8666666667,-12.4833333333,511868,
GOTK,KGG,12.5666666667,-12.2166666667,511869,
GOTT,TUD,13.7327777778,-13.6580555556,1683,
GQNA,AEO,16.7166666667,-9.6333333333,511870,
GQND,,18.5686111111111,-11.4272222222222,,
GQNF,KFA,16.5934722222,-11.3997222222,511871,
GQNI,EMN,16.6219444444,-7.3144444444,1209,
GQNK,KED,16.15,-13.5166666667,779,
GQNN,NKC,18.0955555556,-15.95,1249,
GQNS,SEY,15.1833333333,-12.2,511872,
GQPA,ATR,20.5010185185,-13.0468055556,511873,
GQPP,NDB,20.9285185185,-17.031162037,1248,
GQPT,,25.2333333333,-11.5833333333,511874,
GUCY,CKY,9.577037037,-13.6119722222,401,
GUFA,FIG,10.3528564815,-13.407,511875,
GUFH,FAA,10.0061851852,-10.7602685185,531,
GULB,LEK,11.3262083333,-12.2869722222,921,
GVAC,SID,16.7414490741,-22.9494444444,1497,
GVBA,BVC,16.1372222222,-22.8886111111,511876,
GVMA,MMO,15.1558333333,-23.2136111111,511877,
GVNP,RAI,14.9411111111,-23.4847222222,1393,
GVSF,,14.885,-24.48,511878,
GVSN,SNE,16.5880555556,-24.2838888889,511879,
GVSV,VXE,16.8336111111,-25.0547222222,511880,
H04 ,,36.6165138889,-95.1515277778,511881,
H05 ,,34.9200509259,-95.3940787037,511882,
H17 ,,37.654212963,-93.087037037,511883,
H19 ,,39.3700740741,-91.2193148148,511884,
H21 ,,37.9740185185,-92.6912268519,511885,
H34 ,,36.0783194444,-93.7549027778,511886,
H35 ,,35.470787037,-93.4272962963,511887,
H37 ,,40.138912037,-120.1789583333,511888,
H68 ,,35.9627777778,-95.3419444444,511889,
H70 ,,36.3456944444,-102.0493055556,511890,
H71 ,,36.2254722222,-95.3301064815,511891,
H76 ,,36.6717638889,-96.4055787037,511892,
H79 ,,38.3606481481,-92.5713888889,511893,
H88 ,,37.6060046296,-90.287375,511894,
H92 ,,36.4429166667,-96.3872222222,511895,
H96 ,,38.0068055556,-88.9345833333,511896,
HAAB,ADD,8.9750694444,38.7995555556,24,
HAAL,,9.0,38.7333333333333,,
HAAM,AMH,6.0396157407,37.5909305556,511897,
HAAX,AXU,14.1371527778,38.7762037037,511898,
HABD,BJR,11.6064166667,37.3197314815,3859,
HADR,DIR,9.6377916667,41.8490694444,464,
HAGM,GMB,8.117337963,34.5633796296,511899,
HAGN,GDQ,12.532412037,37.4318842593,614,
HAGO,,5.935212963,43.5787268519,511900,
HAJM,JIM,7.6711898148,36.8258425926,511901,
HALL,LLI,11.9740138889,38.9911157407,933,
HAMK,MQX,13.4735,39.5183148148,3948,
HASO,ASO,10.0219490741,34.5790416667,511902,
HBBA,BJM,-3.3079259259,29.3160555556,287,
HCMB,,3.09861111111111,43.6241666666667,,
HCMH,HGA,9.4877777778,44.0875,669,
HCMI,BBO,10.3833333333,44.95,209,
HCMK,KMU,-0.3458333333,42.4672222222,511903,
HCMM,MGQ,2.0133333333,45.305,1127,
HDAM,JIB,11.547412037,43.1593148148,468,
HDCH,,11.5166666666667,43.0613888888889,,
HEAL,DBB,30.9244444444,28.4613888889,511904,
HEAR,AAC,31.0733333333,33.8358333333,511905,
HEAT,ATZ,27.0463888889,31.0119444444,511906,
HEAX,ALY,31.1816666667,29.9463888889,63,
HEAZ,,30.0919444444,31.3597222222,511907,
HEBA,HBE,30.9180555556,29.6958333333,63,
HEBL,ABS,22.3758333333,31.6116666667,13,
HEBS,,29.2080555555556,31.0163888888889,,
HECA,CAI,30.1113888889,31.4138888889,305,
HECW,,30.1166666666667,30.9166666666667,,
HEDK,DAK,25.4116666667,29.0016666667,429,
HEEE,,29.8111111111111,28.5475,,
HEGN,HRG,27.1786111111,33.8008333333,705,
HEGO,,27.3669444444,33.6680555556,705,
HEGR,,31.0733333333,34.1494444444,511908,
HEGS,,30.8197222222222,30.1911111111111,,
HEKG,UVL,25.4736111111,30.5908333333,511909,
HELX,LXR,25.6708333333,32.7063888889,1014,
HEMA,RMF,25.5572222222,34.5836111111,511910,
HEMM,MUH,31.3252777778,27.2216666667,511911,
HEOC,,29.8122222222,30.8233333333,511912,
HEOW,GSQ,22.5833333333,28.7161111111,511913,
HEPS,PSD,31.2794444444,32.24,1374,
HESC,SKV,28.6852777778,34.0625,511914,
HESH,SSH,27.9786111111,34.3933333333,1581,
HESN,ASW,23.9644444444,32.82,120,
HETB,TCP,29.5879861111,34.7782361111,511915,
HETR,ELT,28.2088888889,33.6455555556,511916,
HEXX,,28.9755555555556,31.6988888888889,,
HHAS,ASM,15.2841666667,38.9008333333,116,
HHMS,MSW,15.6701666667,39.3701712963,511917,
HHSB,ASA,13.0666666667,42.6333333333,511918,
HKAM,ASV,-2.6358333333,37.2508333333,511919,
HKED,,0.5306018519,35.2676388889,511920,
HKEL,EDL,0.4044675926,35.2389583333,511921,
HKFG,FER,3.4804166667,35.8341666667,511922,
HKGA,GAS,-0.469537037,39.6343055556,511923,
HKIS,,0.3472685185,37.6008796296,511924,
HKJK,NBO,-1.3192916667,36.9279583333,1185,
HKKG,,0.2639814815,34.7842592593,511925,
HKKI,KIS,-0.0859907407,34.7288888889,862,
HKKS,,-0.6693981481,34.7009259259,511926,
HKKT,KTL,0.8972222222,34.9509722222,511927,
HKLK,,4.2042314815,34.3482824074,511928,
HKLO,LOK,3.1248148148,35.6086574074,3939,
HKLU,LAU,-2.250375,40.9122175926,935,
HKLY,LOY,2.7471296296,36.7175462963,511929,
HKMA,NDE,3.9302777778,41.8511111111,511930,
HKMB,RBT,2.3471759259,37.9842592593,511931,
HKMK,,0.2306481481,38.1842592593,511932,
HKML,MYD,-3.2232314815,40.1006342593,1045,
HKMO,MBA,-4.0289861111,39.5978194444,1128,
HKMY,OYL,3.4619444444,39.1346296296,511933,
HKNI,NYE,-0.3666666667,36.9666666667,511934,
HKNL,,-0.0623842593,37.0415138889,511935,
HKNV,,-0.8027314815,36.4341666667,511936,
HKNW,WIL,-1.3213796296,36.8151296296,1185,
HKNY,,-0.0666666666666667,37.0333333333333,,
HKRE,,-1.2784444444,36.8607314815,1185,
